txn_id,customer_id,txn_date,txn_type,txn_amount,product,channel,status
20451,1566,2024-03-27,Transfer,89782.48,Savings,Netbanking,Success
19461,1971,2021-06-08,Transfer,130190.77,Savings,Branch,Success
11393,1610,2024-12-10,Payment,100212.38,Credit Card,Branch,Success
20011,1599,2020-12-02,Withdrawal,192167.19,Loan,Branch,Success
11301,1018,2020-01-18,Transfer,17894.39,Savings,ATM,Failed
25797,1942,2024-09-12,Withdrawal,100003.43,Loan,Branch,Pending
28255,1194,2021-09-22,Payment,156369.07,FD,ATM,Success
24761,1521,2022-11-22,Deposit,57332.78,Loan,Mobile,Success
10145,1634,2022-05-28,Deposit,120023.61,Credit Card,Branch,Pending
17824,1494,2024-06-19,Withdrawal,152136.99,Credit Card,ATM,Failed
24901,1006,2024-05-27,Withdrawal,180570.58,Loan,Mobile,Success
23636,1122,2022-08-11,Transfer,2495.54,FD,Mobile,Success
25493,1024,2020-10-25,Withdrawal,24861.01,Credit Card,Mobile,Pending
27734,1988,2023-01-11,Deposit,21922.93,FD,ATM,Success
22740,1381,2024-12-18,Withdrawal,113467.81,FD,Netbanking,Pending
17009,1732,2022-09-07,Transfer,193726.55,Loan,Mobile,Failed
25816,1411,2021-02-23,Transfer,181754.1,FD,ATM,Success
14118,1183,2020-11-16,Deposit,164227.6,Loan,Mobile,Success
9042,1954,2021-04-25,Payment,181691.19,Savings,Mobile,Success
14228,1740,2020-04-08,Transfer,75642.66,Loan,Branch,Pending
24695,1589,2020-10-03,Payment,30316.03,Savings,ATM,Pending
11021,1589,2024-12-09,Transfer,175476.15,Credit Card,Mobile,Failed
19370,1772,2020-10-13,Deposit,123042.31,Loan,Branch,Success
19073,1517,2024-12-20,Transfer,64965.09,Savings,ATM,Failed
16557,1278,2021-02-09,Deposit,179728.98,Loan,Mobile,Success
23916,1810,2021-05-19,Deposit,184955.67,Savings,Netbanking,Failed
14901,1652,2022-04-27,Transfer,1605.08,FD,Mobile,Success
13044,1511,2024-06-27,Deposit,114342.48,Loan,Branch,Failed
18243,1825,2023-08-22,Deposit,126239.81,FD,Mobile,Success
10124,1726,2022-10-11,Withdrawal,94107.49,Savings,Netbanking,Success
26009,1478,2023-05-28,Deposit,184460.35,FD,ATM,Success
20960,1914,2020-08-17,Withdrawal,55816.44,Credit Card,Netbanking,Success
28977,1372,2023-06-04,Deposit,197534.43,Savings,ATM,Success
20956,1133,2022-02-04,Withdrawal,153603.85,FD,Netbanking,Success
28219,1410,2021-02-20,Withdrawal,12448.23,FD,ATM,Success
18540,1138,2020-04-16,Deposit,198363.08,Loan,Branch,Success
22115,1863,2021-08-12,Payment,189224.18,Credit Card,Mobile,Success
15435,1509,2024-11-07,Withdrawal,33179.09,Loan,Branch,Success
15511,1834,2024-01-23,Withdrawal,60477.9,Savings,Netbanking,Pending
10348,1033,2024-09-18,Transfer,78217.03,FD,Netbanking,Pending
14929,1834,2021-11-12,Transfer,3683.09,Loan,ATM,Success
27947,1961,2021-12-13,Deposit,89320.62,Credit Card,Branch,Success
18423,1710,2023-09-05,Deposit,186680.51,Savings,Branch,Success
13348,1239,2021-09-04,Deposit,37526.04,Loan,Netbanking,Success
10714,1577,2020-06-23,Transfer,119338.24,Savings,Mobile,Success
14334,1252,2020-07-29,Deposit,184698.61,Savings,Branch,Pending
28480,1037,2021-07-12,Deposit,142410.02,FD,ATM,Pending
25417,1203,2022-01-06,Deposit,124176.88,Loan,ATM,Success
25661,1374,2023-02-13,Deposit,160439.92,Credit Card,ATM,Pending
9036,1507,2022-02-21,Withdrawal,86546.06,Loan,ATM,Success
26040,1103,2022-12-17,Transfer,93886.46,Loan,Branch,Success
27848,1203,2021-06-05,Transfer,143608.64,Savings,ATM,Success
19206,1647,2020-01-05,Deposit,30368.33,FD,Mobile,Success
20629,1521,2023-10-12,Payment,64321.43,Credit Card,Netbanking,Success
21801,1927,2020-08-18,Deposit,175098.06,Loan,ATM,Success
13694,1225,2023-03-26,Withdrawal,24973.26,Savings,Mobile,Success
25263,1915,2023-03-02,Transfer,188516.97,Loan,Netbanking,Success
25936,1951,2024-12-23,Deposit,8489.45,Loan,Mobile,Success
25492,1401,2022-04-22,Deposit,179559.29,Loan,Netbanking,Failed
9622,1163,2022-01-02,Withdrawal,70092.4,FD,Mobile,Success
21871,1575,2023-05-17,Payment,114672.05,Loan,Branch,Success
27023,1666,2021-12-15,Payment,88008.72,Savings,Branch,Success
9324,1328,,Deposit,55053.78,FD,ATM,Success
10867,1683,2024-03-18,Deposit,10104.83,FD,Branch,Pending
27170,1048,2020-06-04,Withdrawal,12745.75,Loan,ATM,Success
12019,1813,2022-08-31,Payment,91448.17,Savings,Mobile,Failed
11042,1092,2023-08-17,Payment,100003.43,Credit Card,Mobile,Success
21111,1153,2023-02-10,Payment,146516.45,Loan,Netbanking,Pending
14020,1544,2022-10-06,Deposit,199051.56,FD,ATM,Success
12450,1201,2020-01-04,Payment,175750.72,FD,Branch,Success
10228,1456,2024-07-13,Deposit,20756.78,Loan,ATM,Pending
11086,1331,2024-11-05,Payment,44064.08,Loan,Branch,Success
19133,1548,2024-07-03,Deposit,135066.6,FD,Branch,Success
25412,1654,2021-07-15,Deposit,5315.06,Credit Card,ATM,Success
26808,1454,2024-01-27,Deposit,26847.75,Credit Card,ATM,Success
28648,1579,2020-12-08,Payment,127229.09,Credit Card,ATM,Failed
13497,1737,2020-08-20,Deposit,178539.86,Savings,ATM,Success
12352,1829,2023-02-27,Deposit,191428.12,Loan,Branch,Success
14997,1733,2023-04-17,Deposit,136947.79,Savings,Branch,Success
22288,1307,2024-05-06,Withdrawal,145698.56,Savings,Branch,Pending
16278,1778,2022-09-10,Payment,121305.82,Credit Card,ATM,Pending
15835,1865,2020-11-01,Payment,79325.58,Credit Card,Netbanking,Success
12579,1332,2020-05-28,Payment,10115.45,Loan,ATM,Success
15443,1246,2020-02-15,Withdrawal,46672.43,Loan,Mobile,Success
12051,1540,2023-08-11,Withdrawal,67516.5,Credit Card,Mobile,Success
21358,1415,2024-05-26,Transfer,93926.3,FD,Mobile,Failed
24179,1549,2021-04-08,Transfer,50474.85,Savings,ATM,Success
12979,1221,2024-09-25,Deposit,159916.75,FD,Branch,Failed
28468,1462,2022-06-12,Transfer,125565.98,Savings,Mobile,Success
20762,1718,2024-07-19,Deposit,140727.44,Credit Card,Branch,Success
14904,1593,2020-08-03,Transfer,55925.68,Credit Card,Netbanking,Success
16914,1123,,Withdrawal,18094.44,FD,Branch,Success
27328,1547,2022-09-05,Payment,186878.68,Loan,ATM,Success
24714,1997,2020-01-29,Payment,157446.7,Credit Card,Netbanking,Success
20722,1085,2023-02-05,Payment,117212.2,FD,ATM,Success
12275,1294,2023-08-24,Withdrawal,188219.33,Credit Card,ATM,Failed
10262,1111,2022-09-02,Payment,77683.5,Savings,ATM,Success
27987,1211,2023-01-16,Payment,101521.84,Loan,ATM,Success
14144,1707,2022-05-31,Payment,112347.42,Savings,ATM,Pending
12471,1319,2021-11-23,Transfer,75787.67,Loan,Branch,Success
12353,1132,2023-02-22,Withdrawal,117910.53,Savings,Netbanking,Success
28873,1235,2023-12-01,Payment,164430.44,FD,Netbanking,Pending
15073,1523,2022-07-20,Payment,94429.46,Credit Card,ATM,Success
23153,1939,2024-09-07,Withdrawal,60745.33,Savings,Mobile,Success
20052,1942,2020-01-17,Withdrawal,177329.03,Loan,ATM,Success
11700,1795,2021-04-22,Transfer,164206.16,Savings,Mobile,Success
15689,1263,2020-02-15,Transfer,138426.6,Savings,Branch,Success
18441,1249,2021-07-07,Withdrawal,24334.31,FD,ATM,Failed
11352,1561,2020-01-31,Transfer,156983.44,FD,Mobile,Success
26392,1134,2020-03-27,Transfer,177621.77,Savings,ATM,Pending
14129,1027,2022-12-06,Payment,128292.86,Savings,Branch,Failed
11999,1518,2020-04-12,Withdrawal,8891.53,Savings,Mobile,Success
24512,1041,2023-12-13,Withdrawal,141878.85,FD,Netbanking,Success
11134,1078,2022-11-08,Withdrawal,160644.18,Credit Card,Mobile,Success
25614,1882,2022-02-28,Payment,99478.01,FD,Mobile,Success
13439,1116,2022-09-30,Payment,52796.98,FD,Branch,Success
11761,1450,2021-04-23,Deposit,102054.27,Loan,Mobile,Success
26837,1288,2021-02-21,Payment,110958.2,Credit Card,ATM,Success
21024,1772,2023-03-06,Payment,106157.27,Savings,Branch,Success
17825,1510,2024-10-19,Deposit,100656.84,Credit Card,ATM,Success
23529,1610,2022-01-09,Transfer,131358.06,Loan,Mobile,Success
28389,1628,2020-12-23,Payment,128851.45,Loan,Netbanking,Failed
18160,1541,2020-04-22,Deposit,22606.88,Credit Card,Netbanking,Success
23688,1761,2022-09-07,Withdrawal,181301.48,Savings,Branch,Success
25859,1777,2024-07-12,Payment,94448.47,FD,Branch,Success
15545,1341,2022-01-30,Deposit,193824.39,Savings,Branch,Success
9424,1074,2022-05-23,Withdrawal,91277.32,FD,Mobile,Pending
23782,1726,2021-10-14,Transfer,13282.21,Loan,Branch,Pending
18890,1237,2022-06-26,Payment,80629.42,Credit Card,Netbanking,Success
16426,1349,2020-01-07,Withdrawal,4868.43,Savings,Netbanking,Pending
21763,1661,2023-11-16,Transfer,82117.8,Savings,ATM,Success
18863,1138,2020-12-06,Withdrawal,24764.98,Savings,Branch,Success
28728,1036,2021-09-08,Withdrawal,34024.33,FD,Netbanking,Success
18864,1869,2021-04-05,Deposit,16323.24,Credit Card,Netbanking,Failed
28517,1215,2020-03-18,Withdrawal,185455.16,Credit Card,Branch,Pending
20998,1273,2020-02-28,Withdrawal,139777.38,FD,ATM,Failed
28374,1049,2020-05-18,Withdrawal,91618.53,Savings,Branch,Success
21533,1913,2023-09-11,Withdrawal,134321.29,Loan,Branch,Failed
24406,1819,2020-02-07,Withdrawal,17642.94,FD,Mobile,Success
9032,1719,2024-10-10,Withdrawal,10431.7,FD,Branch,Success
13615,1062,2023-03-20,Withdrawal,28696.42,Credit Card,Netbanking,Success
14688,1449,2022-12-19,Deposit,58575.56,FD,ATM,Success
10434,1240,2024-02-19,Deposit,146621.83,Loan,ATM,Success
19650,1255,2020-05-23,Transfer,6289.48,Loan,Netbanking,Pending
11200,1591,2020-01-24,Deposit,147708.76,Loan,Mobile,Success
19369,1493,2024-06-07,Transfer,96231.76,Savings,ATM,Success
22212,1971,2022-07-04,Transfer,21017.45,Savings,Mobile,Success
16945,1721,2021-06-25,Deposit,138696.14,Savings,Branch,Success
9648,1490,2021-09-13,Withdrawal,4777.93,Savings,Mobile,Success
21615,1782,2023-12-03,Deposit,23466.83,Loan,ATM,Success
19449,1532,2023-02-02,Withdrawal,175325.81,Savings,ATM,Success
17407,1133,2023-04-22,Withdrawal,124008.08,Savings,Mobile,Success
14526,1286,2023-11-12,Payment,78486.64,Loan,Mobile,Success
25696,1746,2022-10-16,Transfer,120451.39,Loan,ATM,Pending
10322,1835,2020-02-15,Payment,96937.5,Credit Card,Branch,Success
13374,1967,2023-09-08,Deposit,160991.08,FD,Branch,Pending
22703,1073,2024-02-09,Deposit,93535.79,FD,ATM,Pending
14515,1898,2020-03-16,Deposit,21153.98,Loan,Netbanking,Success
22308,1671,2023-08-19,Transfer,20542.99,Savings,Mobile,Failed
13154,1636,2022-01-05,Payment,186017.59,FD,Netbanking,Success
26526,1634,2023-05-01,Withdrawal,95004.15,FD,ATM,Success
24470,1916,2023-03-25,Withdrawal,153242.41,Savings,Mobile,Success
28824,1325,2024-08-27,Withdrawal,79118.09,Credit Card,ATM,Failed
22643,1224,2022-02-28,Transfer,114086.14,Loan,Netbanking,Pending
25076,1015,2022-08-26,Deposit,83733.1,Savings,ATM,Success
24110,1623,2020-12-22,Deposit,5382.56,Loan,Mobile,Failed
22511,1816,2023-07-02,Withdrawal,5512.88,Savings,Netbanking,Failed
17710,1887,2024-10-20,Transfer,149925.37,FD,ATM,Success
15211,1847,2020-10-14,Withdrawal,51498.55,FD,Branch,Pending
10625,1467,2020-12-28,Withdrawal,180020.4,FD,Netbanking,Success
10430,1706,2021-07-21,Withdrawal,131630.76,Savings,Netbanking,Success
12169,1101,2021-02-04,Payment,149614.22,Savings,ATM,Pending
24282,1077,2021-03-01,Transfer,157969.56,Credit Card,ATM,Failed
21588,1800,2023-09-18,Payment,33618.11,Credit Card,ATM,Failed
9218,1619,2020-10-09,Transfer,2202.51,Credit Card,Branch,Success
16222,1755,2022-01-11,Payment,84486.13,Savings,Mobile,Failed
20377,1177,2022-12-21,Payment,44761.34,Credit Card,Branch,Failed
27242,1293,2024-06-07,Deposit,173424.02,FD,Mobile,Failed
9266,1385,2021-02-22,Deposit,47993.76,FD,Branch,Success
10397,1698,2022-12-07,Transfer,115549.81,Loan,Netbanking,Failed
20366,1568,2024-04-10,Deposit,9552.5,Credit Card,Mobile,Pending
16656,1688,2024-09-02,Withdrawal,30955.11,Credit Card,ATM,Success
18788,1197,2020-01-12,Transfer,76515.79,FD,Branch,Success
21926,1162,2022-08-17,Payment,173702.75,Savings,Branch,Pending
21697,1141,2020-09-29,Deposit,116252.13,Credit Card,Branch,Success
26326,1684,2023-12-26,Transfer,99257.19,Credit Card,ATM,Failed
22188,1130,2022-12-17,Deposit,46223.79,Savings,Mobile,Success
28475,1504,2023-05-24,Payment,45674.27,Credit Card,ATM,Failed
16591,1605,2022-07-13,Payment,105427.87,Loan,ATM,Success
20644,1416,2024-12-10,Transfer,18126.23,Savings,Netbanking,Success
11347,1799,2022-08-16,Deposit,143154.25,FD,Mobile,Success
25219,1481,2024-08-08,Payment,71083.5,FD,Mobile,Pending
18453,1696,2020-06-15,Deposit,150194.92,Savings,ATM,Pending
15071,1617,2021-12-25,Payment,59000.86,Credit Card,Branch,Pending
21811,1163,2020-09-11,Deposit,70215.87,Loan,Branch,Success
22133,1405,2024-08-26,Transfer,166065.63,FD,Branch,Success
26418,1053,2024-09-19,Payment,192481.69,Credit Card,Mobile,Success
22905,1804,2021-06-16,Payment,184435.61,FD,ATM,Success
17982,1282,2020-01-06,Payment,174943.56,Loan,Netbanking,Success
15600,1267,2024-11-17,Payment,6381.8,FD,Branch,Success
22784,1427,2024-11-08,Payment,184450.8,FD,ATM,Failed
26477,1271,2021-04-26,Payment,75132.06,Credit Card,ATM,Success
18227,1666,2020-11-23,Payment,120614.25,Credit Card,Netbanking,Success
10633,1567,2023-02-01,Withdrawal,47672.72,Loan,Branch,Pending
15963,1840,2022-02-21,Withdrawal,179656.74,FD,ATM,Success
27416,1214,2024-07-04,Deposit,55236.72,Loan,ATM,Pending
17148,1712,2021-08-17,Payment,157832.91,Loan,Mobile,Success
27739,1296,2023-10-13,Transfer,17823.49,Credit Card,ATM,Success
14686,1581,2020-05-21,Withdrawal,119230.79,Credit Card,ATM,Pending
12003,1106,2022-06-11,Deposit,100003.43,FD,Netbanking,Failed
28021,1360,2024-07-10,Deposit,121371.99,Savings,Netbanking,Success
16472,1797,2020-11-27,Payment,1816.08,Loan,ATM,Success
23908,1752,2023-04-02,Payment,26916.69,Savings,Netbanking,Success
24651,1747,2022-10-06,Withdrawal,92332.51,Savings,Netbanking,Success
9388,1243,2020-04-16,Transfer,86218.18,Savings,Netbanking,Success
11222,1650,2024-12-31,Withdrawal,67285.04,Credit Card,Netbanking,Success
24490,1857,2024-09-02,Deposit,123229.74,FD,Branch,Success
20604,1839,2022-02-28,Payment,183531.63,Savings,Netbanking,Success
24124,1805,2020-02-14,Transfer,174795.78,Savings,Branch,Success
10036,1335,2022-02-26,Transfer,6016.88,Credit Card,Mobile,Success
13829,1495,2023-11-05,Transfer,42138.79,Savings,Branch,Pending
15135,1333,2020-01-09,Withdrawal,70605.77,FD,Netbanking,Pending
13412,1063,2020-08-15,Withdrawal,68531.3,Loan,ATM,Success
16269,1973,2023-07-27,Withdrawal,67386.67,Unavailable,Netbanking,Success
15064,1253,2021-01-15,Payment,67800.83,Savings,Mobile,Failed
16271,1203,2023-09-24,Withdrawal,136949.11,Credit Card,Branch,Success
13025,1569,2020-09-12,Withdrawal,10131.42,Loan,Netbanking,Success
25232,1638,2024-12-10,Transfer,53416.34,Credit Card,Branch,Success
10555,1292,2020-04-18,Withdrawal,90621.86,Credit Card,Mobile,Success
10612,1439,2021-11-11,Deposit,27656.99,Savings,Mobile,Success
14548,1154,2023-09-29,Deposit,92339.81,Credit Card,ATM,Failed
10164,1290,2021-10-25,Deposit,176710.29,Savings,ATM,Success
15115,1662,2022-11-24,Deposit,55142.03,Credit Card,ATM,Failed
12861,1118,2024-03-02,Payment,153540.94,Savings,Branch,Success
19679,1163,2024-02-28,Transfer,164726.78,Savings,Netbanking,Success
27051,1208,2023-06-15,Withdrawal,166759.09,Savings,ATM,Success
24648,1923,2024-02-27,Withdrawal,127901.05,FD,ATM,Success
15249,1776,2022-03-25,Payment,182001.56,Savings,Netbanking,Failed
26535,1476,2024-05-29,Transfer,97914.24,Credit Card,ATM,Success
12920,1891,2023-08-13,Payment,46952.91,FD,Branch,Success
16556,1312,2021-06-07,Transfer,159351.27,FD,Branch,Success
20617,1641,2020-08-15,Payment,108745.92,Credit Card,ATM,Success
12530,1924,2021-05-02,Withdrawal,79880.34,Savings,Netbanking,Success
16062,1995,2023-08-01,Deposit,149144.79,Credit Card,Branch,Failed
26758,1208,2022-12-26,Payment,54797.62,Savings,ATM,Success
18621,1873,2023-02-23,Payment,178046.68,FD,Mobile,Success
23281,1067,2020-01-09,Deposit,177162.55,FD,Mobile,Success
13485,1383,2024-01-28,Payment,109986.45,Savings,Branch,Success
15791,1036,2021-07-24,Deposit,185290.34,Loan,Netbanking,Success
26502,1060,2024-03-11,Deposit,15805.06,Loan,Branch,Success
9018,1661,2023-05-25,Deposit,168373.86,Savings,ATM,Success
11027,1484,2024-06-27,Withdrawal,171899.13,Loan,Mobile,Success
28398,1369,2021-12-07,Withdrawal,65933.04,FD,Branch,Success
10329,1122,2021-09-22,Withdrawal,97560.73,FD,Netbanking,Failed
10445,1477,2020-07-05,Deposit,159422.06,Loan,Mobile,Success
17699,1630,2022-11-02,Payment,182437.65,FD,Mobile,Pending
14001,1206,2020-11-14,Transfer,148058.07,Loan,Netbanking,Pending
9706,1450,2020-12-27,Transfer,188981.24,Savings,ATM,Success
9279,1291,,Payment,14851.96,Loan,Netbanking,Success
21069,1560,2022-02-03,Withdrawal,60796.23,Loan,ATM,Pending
17686,1008,2020-08-20,Payment,189187.39,FD,ATM,Success
19900,1377,2023-08-29,Payment,101219.98,Loan,Netbanking,Pending
26687,1660,2021-03-10,Payment,151132.77,FD,Netbanking,Success
18746,1893,2023-02-13,Payment,84529.48,Savings,Netbanking,Success
9274,1621,2021-05-24,Transfer,57427.9,FD,ATM,Success
26842,1747,2020-05-31,Deposit,50668.62,Loan,Netbanking,Success
20275,1296,2020-06-17,Payment,65517.31,FD,Mobile,Pending
9514,1997,2022-03-12,Withdrawal,123445.45,FD,Mobile,Failed
22535,1108,2021-08-03,Withdrawal,52682.97,Loan,ATM,Success
25760,1233,2024-08-07,Withdrawal,36965.24,Credit Card,Netbanking,Failed
17307,1668,2020-05-16,Payment,107140.29,Loan,Branch,Success
10789,1323,2022-09-12,Withdrawal,167583.33,Savings,Branch,Success
22427,1907,2022-09-16,Payment,115671.65,Savings,Branch,Success
26050,1077,2020-06-01,Payment,74884.13,FD,Netbanking,Success
12078,1655,2022-08-06,Deposit,125478.64,Savings,ATM,Failed
11413,1619,2021-03-24,Withdrawal,25880.5,Loan,Netbanking,Success
12683,1400,2022-06-20,Deposit,86369.01,Credit Card,Branch,Failed
13489,1985,2022-01-11,Payment,180305.46,Loan,Mobile,Success
14750,1775,2020-01-12,Transfer,86403.77,Loan,Branch,Pending
12172,1224,2020-01-02,Transfer,190309.9,Savings,Mobile,Success
11044,1234,2023-01-03,Transfer,189476.21,Loan,ATM,Failed
21302,1626,2024-05-08,Payment,155778.8,Loan,Mobile,Pending
22596,1508,2021-06-25,Transfer,130594.08,Loan,Mobile,Success
23414,1816,2024-04-11,Transfer,129783.4,Loan,ATM,Success
27006,1947,2022-06-28,Deposit,57500.45,FD,ATM,Pending
25285,1917,2024-08-24,Deposit,2258.79,Savings,Netbanking,Success
17263,1924,2024-03-08,Withdrawal,179128.31,Loan,Mobile,Success
27022,1778,2022-11-11,Deposit,64784.85,Loan,Branch,Success
12770,1727,2022-12-04,Payment,12627.18,Loan,Branch,Success
25982,1483,2020-01-22,Withdrawal,94680.68,FD,Branch,Failed
23641,1491,2024-04-14,Withdrawal,39640.82,Credit Card,Branch,Failed
10428,1659,2023-04-20,Payment,178674.0,Savings,Branch,Success
18926,1884,2023-06-01,Withdrawal,159038.69,FD,Netbanking,Success
25764,1084,2020-04-28,Payment,197687.43,Credit Card,ATM,Success
23583,1269,2020-04-16,Payment,81531.06,Credit Card,Branch,Success
14473,1681,2022-03-12,Withdrawal,79861.9,Savings,Netbanking,Success
25805,1770,2021-11-14,Payment,165303.36,FD,Mobile,Success
19386,1525,2022-08-18,Payment,177388.32,FD,ATM,Success
28290,1035,2021-06-28,Payment,76995.24,FD,Mobile,Pending
21957,1496,2020-03-15,Withdrawal,155634.54,Credit Card,Netbanking,Success
18124,1991,2024-04-15,Deposit,106520.0,FD,Branch,Failed
19257,1464,2021-04-25,Payment,171153.55,Loan,ATM,Success
17474,1138,2021-10-02,Withdrawal,99055.7,Credit Card,Mobile,Failed
14961,1121,2022-08-05,Transfer,179497.03,Credit Card,ATM,Pending
26688,1053,2020-07-28,Withdrawal,180453.85,FD,ATM,Pending
22889,1497,2022-11-24,Transfer,77048.19,Savings,ATM,Failed
18535,1434,2024-09-30,Withdrawal,118019.55,Savings,ATM,Success
17736,1081,2024-12-04,Payment,55498.57,Savings,Netbanking,Pending
26068,1283,2021-01-21,Transfer,48179.68,Credit Card,ATM,Success
28421,1747,2024-08-27,Payment,56433.38,Savings,ATM,Success
23910,1889,2024-01-26,Deposit,93548.73,FD,Branch,Pending
18768,1867,2024-03-09,Deposit,8323.47,Credit Card,Mobile,Success
13789,1531,2022-04-16,Withdrawal,175819.88,Credit Card,Mobile,Failed
21490,1645,2024-09-04,Deposit,29836.46,Credit Card,Netbanking,Success
13520,1468,2022-02-12,Payment,141017.7,FD,ATM,Success
25601,1668,2021-11-23,Deposit,196141.01,Credit Card,ATM,Success
28304,1972,2022-04-22,Transfer,849.87,Loan,Netbanking,Pending
20014,1294,2024-05-02,Transfer,4270.83,FD,Netbanking,Success
14216,1827,2024-11-12,Transfer,106227.1,Savings,Mobile,Failed
23317,1365,2023-10-21,Payment,37793.57,Savings,ATM,Success
26494,1670,2020-06-11,Deposit,163693.33,FD,Netbanking,Failed
10706,1421,2020-04-22,Withdrawal,132320.81,Savings,Branch,Success
23805,1390,2023-02-09,Transfer,12859.27,FD,Mobile,Success
27615,1605,2021-05-03,Withdrawal,25943.57,Savings,Netbanking,Success
26216,1850,2024-12-26,Deposit,119561.74,Credit Card,Branch,Success
11445,1683,2024-09-19,Deposit,103726.23,FD,Netbanking,Failed
21001,1906,2023-03-04,Deposit,171094.26,Credit Card,ATM,Success
14021,1685,2020-10-13,Deposit,180525.07,Loan,ATM,Failed
9477,1666,2020-10-14,Deposit,194350.29,FD,Mobile,Success
25680,1044,2023-03-07,Payment,12344.62,FD,Mobile,Failed
13353,1581,2020-12-11,Transfer,77939.99,FD,Mobile,Success
25929,1971,2023-12-07,Deposit,41179.67,Credit Card,ATM,Success
20840,1169,2022-04-30,Withdrawal,123149.02,Loan,Netbanking,Success
24489,1417,2021-10-21,Deposit,148409.59,FD,Branch,Success
13334,1056,2023-02-21,Transfer,151846.2,Credit Card,Mobile,Success
11451,1776,2020-12-14,Payment,71180.89,Credit Card,Mobile,Success
26110,1339,2021-08-04,Deposit,45333.81,Loan,Branch,Success
26389,1442,2023-05-08,Withdrawal,131773.6,FD,ATM,Failed
24335,1138,2024-03-01,Deposit,78626.73,Savings,ATM,Success
18562,1594,2020-07-16,Withdrawal,198254.78,Credit Card,ATM,Success
18512,1099,2023-05-15,Transfer,62372.97,Savings,ATM,Success
25754,1979,2020-08-09,Withdrawal,8538.48,Savings,Netbanking,Failed
26411,1210,2022-05-02,Deposit,171443.99,Credit Card,Branch,Failed
12980,1797,2022-10-02,Transfer,57420.18,Loan,ATM,Success
20184,1123,2021-08-22,Transfer,110920.33,Credit Card,Mobile,Success
18924,1007,2023-04-24,Payment,100003.43,FD,Mobile,Pending
24775,1513,2022-02-22,Withdrawal,141242.21,FD,Branch,Pending
20538,1556,2021-06-30,Deposit,182829.63,Credit Card,Netbanking,Success
21036,1855,2024-09-26,Deposit,90115.97,FD,ATM,Success
12270,1380,2022-06-19,Payment,18211.07,Savings,Netbanking,Success
20359,1837,2023-04-15,Deposit,197955.7,Loan,Netbanking,Success
18393,1913,2023-04-12,Payment,185873.24,Loan,Branch,Success
20592,1081,2023-04-18,Payment,154894.03,Loan,Mobile,Success
9971,1877,2021-12-02,Transfer,13092.0,Credit Card,Netbanking,Pending
21614,1384,2024-05-08,Withdrawal,129279.64,FD,Mobile,Success
19330,1228,2023-05-16,Transfer,185654.14,Loan,Branch,Pending
19038,1480,2024-07-21,Deposit,48139.55,Savings,ATM,Success
14380,1708,2023-02-01,Deposit,73230.98,FD,Branch,Failed
22614,1373,2022-01-31,Withdrawal,46481.19,Loan,ATM,Success
28716,1843,2024-03-17,Transfer,139042.64,Loan,ATM,Success
24022,1261,2024-11-24,Withdrawal,74200.52,Loan,Branch,Success
19514,1863,2022-12-10,Deposit,127668.31,FD,Mobile,Success
22600,1093,2022-08-30,Deposit,157460.71,Credit Card,Netbanking,Pending
21886,1940,2023-03-12,Deposit,58782.73,Savings,Netbanking,Failed
23801,1403,2023-08-20,Withdrawal,179566.85,FD,Netbanking,Success
17453,1231,2021-11-30,Transfer,44357.28,Credit Card,Mobile,Pending
11699,1207,2022-12-19,Payment,182473.79,FD,Mobile,Failed
20753,1890,2020-08-05,Withdrawal,71371.31,Credit Card,Netbanking,Success
20161,1033,2023-09-03,Payment,127515.13,Credit Card,Mobile,Success
21954,1423,2020-10-10,Deposit,150450.96,Loan,Netbanking,Success
27341,1196,2020-03-04,Deposit,160658.18,FD,ATM,Success
20808,1608,2021-08-17,Deposit,82162.32,FD,ATM,Success
27473,1704,2021-04-03,Payment,99742.86,FD,Branch,Failed
24594,1980,2024-10-07,Transfer,197046.96,FD,Netbanking,Pending
15316,1658,2022-07-19,Deposit,142482.66,Credit Card,Mobile,Pending
28514,1174,2022-06-30,Withdrawal,13465.52,Credit Card,ATM,Success
20342,1294,2023-12-04,Transfer,145475.59,Credit Card,Branch,Success
22378,1108,2024-08-08,Payment,56173.71,Loan,Branch,Failed
23093,1914,2022-06-02,Deposit,136076.18,Savings,Branch,Failed
18842,1770,2020-02-07,Payment,138358.14,Credit Card,Mobile,Success
16229,1351,2023-06-17,Withdrawal,190514.15,FD,Branch,Success
20166,1743,2022-05-05,Deposit,5401.37,Loan,Netbanking,Pending
9734,1420,2021-03-29,Withdrawal,107434.61,Savings,Branch,Success
24260,1033,2020-01-21,Withdrawal,94024.18,Savings,ATM,Success
24575,1183,2023-07-05,Transfer,175669.94,Loan,Netbanking,Success
11118,1735,2023-05-31,Withdrawal,20280.3,Loan,Branch,Success
15492,1790,2020-01-19,Transfer,78649.9,Credit Card,ATM,Success
21760,1861,2022-12-06,Deposit,102299.56,Loan,ATM,Success
13388,1290,2022-07-04,Withdrawal,193302.11,Loan,Mobile,Success
16540,1043,2024-06-18,Withdrawal,109172.26,Credit Card,ATM,Success
18314,1516,2023-09-12,Deposit,157894.5,Loan,Netbanking,Success
25529,1786,2020-06-05,Withdrawal,34433.96,Credit Card,Netbanking,Success
28072,1551,2024-06-24,Payment,25750.04,Credit Card,ATM,Failed
16535,1914,2024-06-01,Deposit,138338.41,Loan,ATM,Success
