loan_id,customer_id,loan_type,loan_amount,interest_rate,tenure_months,emi_amount,disbursed_date,missed_payments,loan_status
7015,1610,Education,100000,11.82,24,4698.95,2023-06-19,0,Closed
7157,1642,Education,100000,13.42,12,8951.44,2024-07-10,0,Active
7041,1947,Personal,500000,10.39,120,6715.99,2023-06-07,0,Closed
7380,1846,Auto,750000,11.63,24,35175.65,2024-02-12,0,Active
7464,1368,Home,200000,7.08,120,2330.42,2024-09-03,0,Active
7407,1415,Auto,500000,11.6,36,16590.44,2022-03-08,0,Active
7217,1184,Education,500000,8.09,24,22634.17,2022-09-02,1,Active
7280,1626,Home,500000,9.22,24,22892.87,2021-08-04,0,Closed
7439,1791,Auto,100000,7.41,60,1999.52,2023-11-03,1,Closed
7435,1555,Personal,1000000,14.49,180,13648.22,2023-12-27,4,Defaulted
7338,1139,Personal,100000,10.02,120,1322.62,2020-12-18,0,Active
7237,1042,Personal,500000,7.96,60,10128.63,2024-05-21,0,Active
7208,1718,Personal,1000000,10.63,120,13566.4,2023-10-08,0,Active
7213,1488,Home,50000,11.8,120,711.59,,0,Active
7296,1996,Home,750000,10.14,240,7307.37,2020-08-12,0,Active
7462,1504,Auto,750000,10.31,24,34716.1,2023-01-15,0,Active
7252,1870,Auto,200000,15.77,24,9770.66,2021-10-28,0,Active
7493,1300,Home,500000,12.12,240,5547.32,2021-08-18,0,Closed
7463,1195,Home,100000,13.99,180,1331.07,2024-07-20,0,Active
7304,1197,Personal,300000,9.68,36,9635.15,2020-08-30,2,Active
7351,1829,Home,200000,15.89,60,4851.93,2022-07-08,0,Active
7270,1580,Auto,1000000,10.07,120,13253.87,2024-07-08,0,Active
7202,1966,Home,1000000,10.19,120,13320.51,2022-10-25,1,Active
7162,1771,Auto,750000,14.22,36,25713.43,2021-06-20,1,Closed
7044,1262,Home,50000,11.9,60,1109.7,2022-12-10,0,Active
7218,1778,Education,200000,13.98,24,9600.69,2021-05-23,1,Active
7402,1909,Personal,1000000,11.32,36,32890.47,2021-09-14,1,Closed
7191,1619,Education,750000,11.22,60,16389.22,2023-02-03,1,Closed
7310,1017,Home,300000,10.7,36,9779.05,2023-04-04,0,Active
7260,1246,Home,50000,9.59,180,524.83,2020-04-13,0,Active
7106,1303,Home,300000,7.11,240,2345.75,2024-11-30,0,Active
7054,1980,Education,750000,14.98,24,36357.86,2021-06-26,0,Active
7390,1116,Personal,50000,13.04,60,1138.68,2022-04-02,1,Closed
7002,1912,Home,1000000,15.25,240,13352.99,2024-06-28,1,Active
7491,1419,Home,50000,15.91,12,4534.41,2024-03-03,0,Active
7487,1540,Personal,300000,10.24,24,13876.73,2020-06-19,0,Closed
7050,1062,Personal,500000,14.65,24,24160.26,2024-10-03,1,Closed
7420,1630,Personal,750000,7.52,36,23336.55,2023-07-26,1,Active
7081,1416,Home,750000,7.5,120,8902.63,2020-12-31,1,Active
7206,1734,Auto,200000,7.49,36,6220.33,2022-01-07,1,Closed
7035,1029,Education,750000,8.64,180,7447.22,2024-04-10,2,Active
7431,1369,Unavailable,100000,12.48,60,2248.78,2020-01-09,0,Closed
7264,1898,Education,300000,9.85,60,6351.99,2020-10-27,0,Active
7428,1014,Auto,750000,7.89,60,15167.84,2020-05-06,1,Active
7367,1776,Auto,200000,13.01,180,2531.8,2024-06-25,2,Active
7092,1376,Home,1000000,14.09,240,12500.63,2024-08-09,1,Active
7340,1822,Home,200000,11.17,240,2087.57,2020-09-27,0,Active
7478,1804,Auto,300000,12.69,36,10063.45,2024-02-19,0,Active
7053,1589,Education,300000,10.93,12,26504.7,2020-12-04,0,Closed
7346,1959,Unavailable,100000,14.04,36,3419.71,2024-10-17,0,Active
7265,1648,Auto,750000,14.36,60,17591.48,2022-07-07,0,Active
7242,1146,Personal,1000000,14.86,240,13064.57,2023-06-22,0,Closed
7014,1694,Home,100000,8.24,36,3144.72,2021-05-10,0,Active
7316,1967,Education,200000,10.35,12,17615.75,2021-02-23,2,Active
7089,1815,Auto,100000,8.33,36,3148.88,2020-12-26,2,Active
7388,1593,Auto,100000,10.32,60,2140.48,2024-07-28,0,Closed
7274,1508,Home,1000000,9.33,180,10339.91,2022-04-01,1,Closed
7167,1999,Personal,100000,13.86,180,1322.35,2024-01-27,0,Active
7329,1854,Education,300000,15.17,180,4233.75,2021-02-20,0,Active
7497,1234,Education,50000,9.09,180,509.81,2024-05-29,0,Active
7135,1025,Home,750000,10.12,60,15979.6,2022-03-25,0,Active
7307,1267,Unavailable,200000,14.29,36,6863.73,2023-12-29,0,Active
7485,1173,Education,300000,8.26,36,9436.93,2020-01-31,0,Active
7320,1383,Home,200000,11.84,120,2850.95,2020-11-08,0,Active
7244,1766,Auto,500000,8.06,24,22627.33,2020-05-11,0,Active
7055,1437,Personal,100000,14.33,60,2343.97,2023-07-21,0,Active
7364,1475,Personal,200000,11.66,60,4414.6,2022-09-14,0,Active
7051,1586,Auto,50000,9.85,180,532.72,2020-07-05,2,Active
7461,1864,Home,100000,12.62,180,1240.34,2022-04-15,1,Active
7175,1656,Education,500000,15.86,60,12121.87,2020-08-31,0,Closed
7446,1941,Auto,50000,13.53,120,762.27,2024-01-23,0,Closed
7190,1903,Auto,50000,9.62,240,469.99,2020-09-02,0,Active
7188,1081,Education,1000000,11.57,240,10712.57,2021-11-19,0,Active
7170,1211,Home,50000,8.87,120,629.87,2023-05-02,3,Active
7059,1328,Auto,200000,15.58,240,2719.68,2020-02-04,0,Active
7049,1783,Education,200000,10.87,12,17664.21,2020-09-02,0,Closed
7345,1134,Home,1000000,15.35,60,23974.04,2021-10-17,0,Active
7236,1599,Home,50000,11.27,120,696.41,2020-06-30,1,Active
7253,1295,Home,750000,9.48,36,24017.7,2023-01-01,0,Closed
7022,1409,Home,200000,10.81,120,2733.53,2022-12-27,1,Active
7314,1798,Personal,50000,10.62,12,4410.23,2023-07-22,0,Closed
7460,1892,Education,1000000,8.37,24,45396.23,2021-11-18,0,Active
7161,1041,Personal,750000,13.36,24,35783.32,2022-05-28,0,Closed
7277,1801,Education,300000,7.97,240,2503.72,2022-10-19,0,Closed
7444,1261,Auto,200000,9.58,24,9190.26,2023-12-06,0,Active
7192,1183,Auto,100000,8.04,12,8700.69,2020-06-10,0,Active
7386,1336,Personal,1000000,14.43,240,12748.72,2020-02-27,0,Active
7294,1055,Home,1000000,9.99,36,32262.49,2023-09-18,1,Active
7414,1107,Personal,500000,11.35,12,44272.5,2024-01-07,0,Active
7344,1059,Home,750000,10.87,240,7675.17,2021-05-08,0,Active
7258,1566,Education,100000,7.58,240,810.49,2023-12-01,1,Active
7309,1745,Personal,1000000,12.97,180,12632.69,2020-07-12,0,Active
7150,1209,Home,100000,10.75,12,8826.51,2022-02-26,2,Closed
7131,1812,Personal,200000,10.45,12,17625.06,2023-04-28,0,Active
7152,1445,Personal,1000000,13.83,36,34095.12,2020-09-09,0,Closed
7360,1886,Personal,50000,12.0,24,2353.67,2023-11-25,0,Active
7100,1755,Home,300000,13.39,240,3598.41,2022-06-14,0,Active
7373,1378,Auto,200000,8.45,240,1729.32,2020-11-25,0,Active
7088,1040,Auto,1000000,8.14,180,9637.52,2023-03-25,0,Active
7459,1838,Home,1000000,15.45,12,90470.79,2024-08-11,0,Active
7331,1723,Personal,50000,11.46,180,582.82,2022-02-18,0,Active
7215,1685,Education,1000000,15.05,24,48510.41,2020-03-17,0,Active
7467,1390,Home,750000,14.31,180,10144.75,2020-01-23,0,Active
7122,1162,Education,1000000,9.48,36,32023.6,2024-04-03,4,Defaulted
7021,1119,Home,1000000,7.02,24,44781.65,2024-09-07,1,Active
7189,1788,Home,100000,15.86,240,1380.76,2023-03-31,2,Active
7072,1288,Home,100000,11.87,36,3315.23,2024-07-02,0,Active
7107,1828,Auto,750000,11.23,60,16392.98,2020-11-23,0,Active
7271,1777,Personal,200000,14.42,12,17996.97,2020-07-03,0,Active
7349,1622,Auto,500000,13.71,180,6561.57,2021-11-25,0,Active
7436,1522,Home,200000,11.13,24,9333.64,2020-06-13,0,Active
7103,1026,Education,750000,12.66,180,9322.15,2020-06-07,0,Closed
